epoch,cpu_mhz_avg,gpu_edge_c,acpi_c,gpu_mhz,gpu_power_w,bat_status,bat_pct,mem_avail_mb
1789940778,2424,72.0,73.0,1477,14.12,Not charging,79,10142
1789940783,1994,73.0,73.0,1600,15.09,Not charging,79,10177
1789940788,1965,73.0,73.0,1600,15.15,Not charging,79,10173
1789940793,1399,73.0,73.0,1600,15.25,Not charging,79,10182
1789940798,2064,74.0,73.0,1600,14.04,Not charging,79,10179
1789940803,2309,73.0,73.0,1600,14.23,Not charging,79,10172
1789940809,2000,73.0,73.0,1600,15.04,Not charging,79,10157
1789940814,1546,72.0,73.0,1600,15.06,Not charging,79,10167
1789940819,2376,72.0,73.0,1600,15.22,Not charging,79,10177
1789940824,2284,72.0,73.0,1600,14.20,Not charging,79,10170
1789940829,2424,72.0,73.0,1575,16.05,Not charging,79,10186
1789940834,1870,73.0,73.0,1600,13.16,Not charging,79,10160
1789940839,2380,72.0,73.0,1600,15.20,Not charging,79,10175
1789940844,2424,72.0,73.0,1425,13.22,Not charging,79,10153
1789940849,2002,72.0,73.0,1600,15.22,Not charging,79,10176
1789940854,2410,72.0,73.0,1600,14.25,Not charging,79,10165
1789940859,2222,72.0,72.0,1600,16.05,Not charging,79,10159
1789940864,2424,71.0,72.0,1600,15.05,Not charging,79,10158
1789940869,2245,71.0,72.0,1600,14.08,Not charging,79,10136
1789940874,2424,71.0,71.0,1509,14.19,Not charging,79,10157
1789940879,2308,72.0,72.0,1600,15.15,Not charging,79,10189
1789940884,2252,71.0,72.0,1600,16.17,Not charging,79,10183
1789940889,2424,71.0,71.0,1600,15.24,Not charging,79,10156
1789940894,2424,72.0,71.0,1600,15.02,Not charging,79,10165
1789940899,2424,72.0,72.0,1600,15.24,Not charging,79,10170
1789940904,2424,72.0,72.0,1548,14.23,Not charging,79,10146
1789940909,2422,70.0,72.0,1543,15.13,Not charging,79,10178
1789940914,2424,72.0,72.0,1600,14.19,Not charging,79,10155
1789940919,2360,71.0,72.0,1600,14.23,Not charging,79,10177
1789940924,2301,71.0,72.0,1600,14.11,Not charging,79,10157
1789940929,2315,71.0,72.0,1600,16.18,Not charging,79,10174
1789940935,1885,70.0,71.0,1600,15.02,Not charging,79,10165
1789940940,2176,72.0,71.0,1600,15.07,Not charging,79,10168
1789940945,2382,71.0,72.0,1600,15.04,Not charging,79,10172
1789940950,2025,72.0,72.0,1600,13.19,Not charging,79,10164
1789940955,2385,71.0,72.0,1600,14.12,Not charging,79,10158
1789940960,2424,70.0,71.0,1600,16.00,Not charging,79,10157
1789940965,2278,71.0,72.0,1600,16.07,Not charging,79,10161
1789940970,1399,72.0,72.0,1600,14.03,Not charging,79,10153
1789940975,2329,72.0,72.0,1600,14.22,Discharging,79,10175
1789940980,1793,73.0,73.0,1592,15.23,Not charging,79,10167
1789940985,1399,72.0,72.0,1600,14.15,Not charging,79,10172
1789940990,2247,73.0,72.0,1600,16.04,Not charging,79,10129
1789940995,2146,72.0,72.0,1600,15.00,Not charging,79,10167
